ip,identity,user,timestamp,request,status,size,referer,user_agent,vulnerability,method,url,protocol,request_length,url_parts,user_agent_length,Predicted_Vulnerability
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.idc HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.idc,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.pl|dir HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.pl|dir,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.gif HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.gif,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.bas:ShowVolume HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.bas:ShowVolume,HTTP/1.1,64,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.json HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.json,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.dpgs HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.dpgs,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.shtm HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.shtm,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.VALIDATE_STMT HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.VALIDATE_STMT,HTTP/1.1,63,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.wwwacl HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.wwwacl,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.markdown HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.markdown,HTTP/1.1,58,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.exe|dir HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.exe|dir,HTTP/1.1,57,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.bak HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.bak,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.pm HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.pm,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.lock HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.lock,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.db HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.db,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.jsp+ HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.jsp+,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.chl+ HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.chl+,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.epl HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.epl,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.listprint HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.listprint,HTTP/1.1,59,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.iso2022-kr HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.iso2022-kr,HTTP/1.1,60,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.stat HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.stat,HTTP/1.1,54,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.passwd HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.passwd,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.class HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.class,HTTP/1.1,55,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.php# HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.php#,HTTP/1.1,54,5,1,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.box HTTP/1.1,404,490,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.box,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.shm HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.shm,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.pt HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.pt,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.lasso HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.lasso,HTTP/1.1,55,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.Htm HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.Htm,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.exp HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.exp,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.tml HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.tml,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.10:100 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.10:100,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.ini,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.LOG HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.LOG,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.dbc HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.dbc,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.settings HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.settings,HTTP/1.1,58,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.js0x70 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.js0x70,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.access HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.access,HTTP/1.1,56,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.sys HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.sys,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.en HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.en,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.AP HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.AP,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.jsp HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.jsp,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.cnf HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.cnf,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.fr HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.fr,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.tcl HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.tcl,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.nsconfig HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.nsconfig,HTTP/1.1,58,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.www_acl HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.www_acl,HTTP/1.1,57,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.show_query_columns HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.show_query_columns,HTTP/1.1,68,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.PWD HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.PWD,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.pw HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.pw,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.grp HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.grp,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.et HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.et,HTTP/1.1,52,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs,HTTP/1.1,49,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.org HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.org,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.fhp HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.fhp,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.csp HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.csp,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.notes HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.notes,HTTP/1.1,55,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:48:58-04:00,GET /DVWA/vulnerabilities/brute/ajD63IAs.htaccess HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/ajD63IAs.htaccess,HTTP/1.1,58,5,115,Recon
